SPEARMAN CORRELATION COEFFICIENT RESULT FOR SpearmanResult\ctkbn4_Spearman_rA1B2_10Sec.csv
Subject A1, Subject B2, Spearman Result,
ctkbn4,CSV\ajb9b3.csv,-1.00056
ctkbn4,CSV\ajdqnf.csv,-1.00056
ctkbn4,CSV\amsh7c.csv,-1.00056
ctkbn4,CSV\bay6g7.csv,-1.00056
ctkbn4,CSV\cjdk88.csv,1
ctkbn4,CSV\ctkbn4.csv,-1.00056
ctkbn4,CSV\dlokv6.csv,-1.00056
ctkbn4,CSV\dsdxd8.csv,-1.00056
ctkbn4,CSV\dtqb7d.csv,-1.00056
ctkbn4,CSV\elnfhc.csv,-1.00056
ctkbn4,CSV\habc8.csv,1
ctkbn4,CSV\hemmb2.csv,-1.00056
ctkbn4,CSV\hmnhx4.csv,-1.00056
ctkbn4,CSV\hnldm2.csv,-1.00056
ctkbn4,CSV\jac345.csv,-1.00056
ctkbn4,CSV\jahq76.csv,1
ctkbn4,CSV\jdf5g4.csv,-1.00056
ctkbn4,CSV\jfk535.csv,-1.00056
ctkbn4,CSV\jhgn9c.csv,-1.00056
ctkbn4,CSV\jkn7fc.csv,-1.00056
ctkbn4,CSV\jlgwxc.csv,-1.00056
ctkbn4,CSV\jlkm94.csv,-1.00056
ctkbn4,CSV\jmd5h8.csv,-1.00056
ctkbn4,CSV\jrrgxf.csv,-1.00056
ctkbn4,CSV\kab5zb.csv,-0.99987
ctkbn4,CSV\kah89f.csv,-1.00056
ctkbn4,CSV\kdcncc.csv,-0.999815
ctkbn4,CSV\kedgm9.csv,-1.00056
ctkbn4,CSV\krh5f5.csv,-1.00056
ctkbn4,CSV\lms8m4.csv,-1.00056
ctkbn4,CSV\lpnb79.csv,-1.00056
ctkbn4,CSV\mjpg95.csv,-1.00056
ctkbn4,CSV\mmg9n6.csv,-1.00056
ctkbn4,CSV\mtf7w2.csv,1
ctkbn4,CSV\mwwcn6.csv,-1.00056
ctkbn4,CSV\ngtp8b.csv,1
ctkbn4,CSV\nhm2p3.csv,-1.00056
ctkbn4,CSV\njd5zf.csv,-1.00056
ctkbn4,CSV\nm8c7.csv,-1.00056
ctkbn4,CSV\oro26b.csv,-1.00056
ctkbn4,CSV\pecxc9.csv,-1.00056
ctkbn4,CSV\pt7td.csv,-1.00056
ctkbn4,CSV\rrg3md.csv,-1.00056
ctkbn4,CSV\sanfz9.csv,-1.00056
ctkbn4,CSV\sbpc42.csv,-1.00056
ctkbn4,CSV\smdvw5.csv,-1.00056
ctkbn4,CSV\tah5z2.csv,-1.00056
ctkbn4,CSV\tcdzb7.csv,-1.00056
ctkbn4,CSV\tjdpzd.csv,-1.00056
ctkbn4,CSV\tlgdq9.csv,-1.00056
ctkbn4,CSV\vvmmvd.csv,-1.00056
ctkbn4,CSV\wahbf.csv,-1.00056
ctkbn4,CSV\wgocnc.csv,-1.00056
ctkbn4,CSV\zws2p8.csv,-1.00056
