SPEARMAN CORRELATION COEFFICIENT RESULT FOR Ra1a2
Subject A1, Subject A2, Spearman Result,
CSV\ajb9b3.csv,CSV\ajb9b3.csv,0.85143
CSV\ajdqnf.csv,CSV\ajdqnf.csv,0.996271
CSV\amsh7c.csv,CSV\amsh7c.csv,0.496833
CSV\bay6g7.csv,CSV\bay6g7.csv,0.935075
CSV\cjdk88.csv,CSV\cjdk88.csv,-1.00056
CSV\ctkbn4.csv,CSV\ctkbn4.csv,-1.00056
CSV\dlokv6.csv,CSV\dlokv6.csv,0.460874
